,States,Max. Demand Met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),Drawal Schedule (MU),OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU),Date
33,manipur,190,0,2.5,2.7,-0.2,33,0.00,29.09.23
34,meghalaya,303,0,5.6,1.1,-0.1,112,0.10,29.09.23
35,mizoram,112,0,1.8,1.3,-0.3,10,0.00,29.09.23
36,nagaland,173,0,2.9,2.7,-0.2,18,0.00,29.09.23
37,tripura,311,0,6.1,5.8,0.1,48,0.00,29.09.23
0,punjab,6384,0,132.0,51.7,-0.2,229,0.00,29.10.23
1,haryana,6644,0,139.1,79.7,-0.4,383,0.00,29.10.23
2,rajasthan,14785,0,300.0,105.4,-1.9,261,0.00,29.10.23
3,delhi,3656,0,73.6,64.2,0.1,212,0.00,29.10.23
4,up,17403,0,331.5,117.6,-0.9,1256,0.00,29.10.23
5,uttarakhand,1871,0,36.4,25.8,-0.1,176,0.00,29.10.23
6,hp,1680,0,31.2,21.5,-0.5,50,0.05,29.10.23
7,j&k(ut)&ladakh(ut),2410,0,51.0,41.7,1.9,370,0.24,29.10.23
8,chandigarh,183,0,3.2,3.3,-0.1,8,0.00,29.10.23
9,railways_north,185,0,3.4,3.6,-0.1,15,0.00,29.10.23
10,chhattisgarh,4638,0,100.9,40.5,-0.2,205,0.00,29.10.23
11,gujarat,20132,0,421.3,219.7,-0.6,420,0.00,29.10.23
12,mp,14505,0,306.3,184.7,-6.0,468,0.00,29.10.23
13,maharashtra,26645,0,580.2,237.2,-6.5,730,0.00,29.10.23
14,goa,630,0,13.3,11.7,1.0,35,0.00,29.10.23
15,dnhddpdcl,1212,0,28.2,28.1,0.1,33,0.00,29.10.23
16,amnsil,831,0,17.5,10.7,-0.3,342,0.00,29.10.23
17,balco,522,0,12.5,12.5,0.0,10,0.00,29.10.23
18,andhrapradesh,12387,0,235.7,95.7,-1.8,423,0.00,29.10.23
19,telangana,12276,0,238.0,113.9,0.4,578,0.00,29.10.23
20,karnataka,15129,0,271.0,98.5,-1.3,691,0.00,29.10.23
21,kerala,3510,0,74.5,59.5,2.5,292,0.00,29.10.23
22,tamilnadu,14969,0,323.7,194.5,-2.1,350,0.00,29.10.23
23,puducherry,398,0,9.5,9.0,-0.3,24,0.00,29.10.23
24,bihar,5298,0,99.1,90.4,-0.9,256,0.00,29.10.23
25,dvc,3477,0,71.7,-39.9,0.4,263,0.00,29.10.23
26,jharkhand,1565,0,31.2,24.7,-2.7,157,0.98,29.10.23
27,odisha,4605,0,97.5,19.5,-1.8,306,0.00,29.10.23
28,westbengal,7188,0,148.6,30.3,-1.8,393,0.00,29.10.23
29,sikkim,71,0,1.0,1.0,0.0,33,0.00,29.10.23
30,railways_east,21,0,0.2,0.1,0.0,11,0.00,29.10.23
31,arunachalpradesh,150,0,2.7,2.7,-0.2,16,0.00,29.10.23
32,assam,1732,0,30.5,23.4,-0.6,101,0.00,29.10.23
33,manipur,189,0,2.6,2.7,-0.1,18,0.00,29.10.23
34,meghalaya,311,0,5.7,4.2,-0.1,93,0.04,29.10.23
35,mizoram,111,0,1.8,1.3,-0.3,14,0.00,29.10.23
36,nagaland,142,0,2.5,2.3,0.0,13,0.00,29.10.23
37,tripura,257,0,4.5,4.5,-0.2,71,0.00,29.10.23
0,punjab,6363,0,140.6,43.6,0.7,270,0.00,30.04.23
1,haryana,6583,0,135.5,93.9,-2.8,198,0.00,30.04.23
2,rajasthan,11173,0,213.6,54.3,-5.7,273,0.00,30.04.23
3,delhi,3791,0,81.6,80.6,-1.3,151,0.00,30.04.23
4,up,18530,0,343.4,140.4,-5.3,457,0.00,30.04.23
5,uttarakhand,1843,0,37.5,20.9,-1.2,139,0.17,30.04.23
6,hp,1536,0,28.9,12.8,-0.1,71,0.00,30.04.23
7,j&k(ut)&ladakh(ut),2825,0,57.8,45.4,-0.2,178,0.72,30.04.23
8,chandigarh,197,0,3.9,4.2,-0.3,16,0.00,30.04.23
9,railways_north,179,0,3.8,3.2,0.6,53,0.00,30.04.23
10,chhattisgarh,4176,0,89.5,33.0,-1.9,429,0.00,30.04.23
11,gujarat,16621,0,377.5,185.6,0.0,521,0.00,30.04.23
12,mp,8723,0,178.1,96.2,-5.9,378,0.00,30.04.23
13,maharashtra,21864,0,484.2,192.0,-3.6,681,0.00,30.04.23
14,goa,739,0,14.2,13.9,-0.2,44,0.00,30.04.23
15,dnhddpdcl,1194,0,27.9,28.1,-0.2,55,0.00,30.04.23
16,amnsil,784,0,17.5,10.6,0.1,285,0.00,30.04.23
17,balco,516,0,12.3,12.4,-0.1,93,0.00,30.04.23
18,andhrapradesh,10264,0,210.6,78.4,0.9,899,0.00,30.04.23
19,telangana,7650,0,157.7,39.3,-2.8,488,0.00,30.04.23
20,karnataka,12058,0,229.1,91.0,-5.6,671,0.00,30.04.23
21,kerala,3971,0,86.0,62.4,-0.2,287,0.00,30.04.23
22,tamilnadu,17267,0,345.1,214.8,-0.2,710,0.00,30.04.23
23,puducherry,403,0,8.8,9.5,-1.3,0,0.00,30.04.23
24,bihar,6077,0,105.2,101.0,-2.5,490,1.95,30.04.23
25,dvc,3533,0,74.4,-39.7,-0.8,336,0.00,30.04.23
26,jharkhand,1579,0,31.7,26.0,-2.9,124,2.07,30.04.23
27,odisha,6281,0,118.6,47.6,-1.3,372,0.00,30.04.23
28,westbengal,8020,0,159.4,27.9,-3.3,105,0.00,30.04.23
29,sikkim,87,0,1.0,1.1,-0.1,30,0.00,30.04.23
30,arunachalpradesh,157,0,2.5,2.6,-0.2,28,0.00,30.04.23
31,assam,1654,0,28.3,22.1,0.0,147,0.00,30.04.23
32,manipur,180,0,2.5,2.7,-0.2,18,0.00,30.04.23
33,meghalaya,296,60,5.2,4.3,-0.1,72,1.30,30.04.23
34,mizoram,106,0,1.8,1.4,-0.2,19,0.00,30.04.23
35,nagaland,134,0,2.5,2.5,-0.1,8,0.00,30.04.23
36,tripura,307,0,5.2,4.5,0.1,99,0.00,30.04.23
