,Category,NR,WR,SR,ER,NER,Total,Date
4,Wind Gen (MU),31,46,22,-,-,-8.8,17.10.23
5,Solar Gen (MU),99.44,58.43,114.08,5.34,1.23,-8.8,17.10.23
6,Energy Shortage (MU),0.12,0.79,0,6.28,0.31,24455,17.10.23
7,Schedule(MU),77,-185.6,210.8,-95.4,-6.8,32611,17.10.23
8,Actual(MU),47,-178,226.7,-89,-4.3,3229,17.10.23
9,O/D/U/D(MU),-30,7.5,15.9,6.4,2.5,109,17.10.23
10,Central,4635,9129,3968,4831,205,558,17.10.23
11,State,5786,8954,5091,2480,290,129,17.10.23
12,Coal,697,1569,706,617,14,190766,17.10.23
13,Lignite,22,16,47,0,0,318,17.10.23
14,Hydro,177,76,65,65,26,4403,17.10.23
15,Nuclear,25,54,70,0,0,598,17.10.23
0,Demand Met during Evening Peak hrs(MW),41976,47804,40368,19110,2371,326,17.11.18
1,Peak Shortage (MW),489,0,0,0,51,265,17.11.18
2,Energy Met (MU),892,1153,891,365,43,1.87,17.11.18
3,Hydro Gen (MU),145,18,67,40,8,0,17.11.18
4,Wind Gen (MU),6,43,64,----------,----------,-3.7,17.11.18
5,Solar Gen (MU),19.08,19.97,47.26,0.88,0.03,-3.7,17.11.18
6,Energy Shortage (MU),10.8,0,0,0,1.3,21247,17.11.18
7,Schedule(MU),135.5,-167.6,112.8,-82.2,1.2,31284,17.11.18
8,Actual(MU),126.1,-167,115.2,-77.9,-1.9,3259,17.11.18
9,O/D/U/D(MU),-9.5,0.6,2.4,4.3,-3.1,97,17.11.18
10,Central,4701,13045,7322,950,71,598,17.11.18
11,State,12150,15571,9320,5655,50,125,17.11.18
12,Thermal (Coal & Lignite),545,1183,504,425,8,158362,17.11.18
13,Hydro,145,18,67,40,8,1231,17.11.18
14,Nuclear,25,30,39,0,0,3620,17.11.18
15,"Gas, Naptha & Diesel",23,45,22,0,31,612,17.11.18
0,Demand Met during Evening Peak hrs(MW),41898,47510,39189,18073,2374,138,17.11.19
1,Peak Shortage (MW),486,0,0,0,16,138,17.11.19
2,Energy Met (MU),851,1069,886,338,42,12.6,17.11.19
3,Hydro Gen (MU),138,27,96,51,11,0,17.11.19
4,Wind Gen (MU),18,33,24,----------,----------,-0.2,17.11.19
5,Solar Gen (MU),20.51,19.67,73.03,1.82,0.04,-0.2,17.11.19
6,Energy Shortage (MU),9.9,0,0,0,0.3,33296,17.11.19
7,Schedule(MU),199.4,-196.1,103.5,-106.2,-0.7,48901,17.11.19
8,Actual(MU),184.3,-196.1,114.6,-111.6,0.4,2481,17.11.19
9,O/D/U/D(MU),-15.1,0,11.1,-5.4,1.1,51,17.11.19
10,Central,4371,17336,8342,2080,584,612,17.11.19
11,State,12911,18665,10030,5370,11,82,17.11.19
12,Coal,418,1091,431,428,11,170568,17.11.19
13,Lignite,19,13,52,0,0,495,17.11.19
14,Hydro,138,27,96,51,11,3959,17.11.19
15,Nuclear,28,28,55,0,0,660,17.11.19
0,Demand Met during Evening Peak hrs(MW),42485,46633,36849,18208,2231,541,17.11.20
1,Peak Shortage (MW),650,0,0,0,165,148,17.11.20
2,Energy Met (MU),829,1107,774,349,41,12.01,17.11.20
3,Hydro Gen (MU),116,24,74,49,17,0,17.11.20
4,Wind Gen (MU),24,90,48,-,-,-4.6,17.11.20
5,Solar Gen (MU),30.14,27.88,65.26,4.41,0.13,-4.6,17.11.20
6,Energy Shortage (MU),2.5,0,0,0,1.6,36077,17.11.20
7,Schedule(MU),276.1,-324.1,141,-89.6,-3.3,48837,17.11.20
8,Actual(MU),261.9,-310.4,142.3,-96,-4.5,2416,17.11.20
9,O/D/U/D(MU),-14.2,13.7,1.4,-6.4,-1.3,70,17.11.20
10,Central,7510,13843,10462,3350,509,660,17.11.20
11,State,18311,16210,15418,5522,11,101,17.11.20
12,Coal,331,1211,304,408,7,182495,17.11.20
13,Lignite,20,12,34,0,0,1305,17.11.20
14,Hydro,116,24,74,49,17,4149,17.11.20
15,Nuclear,28,33,66,0,0,804,17.11.20
0,Demand Met during Evening Peak hrs(MW),46630,54373,38264,18657,2521,119,17.11.21
1,Peak Shortage (MW),438,0,0,137,0,194,17.11.21
2,Energy Met (MU),949,1276,808,380,45,9.18,17.11.21
3,Hydro Gen (MU),128,38,116,55,13,0,17.11.21
4,Wind Gen (MU),20,100,31,-,-,-3.5,17.11.21
5,Solar Gen (MU),52.62,27.43,58.33,4.47,0.28,-3.5,17.11.21
6,Energy Shortage (MU),4.71,2.33,0,1.33,0.21,31808,17.11.21
7,Schedule(MU),180.5,-82.5,82,-174.2,-5.8,40327,17.11.21
8,Actual(MU),176.5,-75.5,82.3,-180.3,-7.5,2910,17.11.21
9,O/D/U/D(MU),-3.9,7,0.3,-6.1,-1.7,89,17.11.21
10,Central,6310,17265,11832,2030,350,804,17.11.21
11,State,14136,19908,11853,4150,11,111,17.11.21
12,Coal,505,1153,414,531,14,199468,17.11.21
13,Lignite,28,5,32,0,0,443,17.11.21
14,Hydro,128,38,116,55,13,4459,17.11.21
15,Nuclear,27,32,54,0,0,748,17.11.21
0,Demand Met during Evening Peak hrs(MW),47307,55417,41601,20162,2609,449,17.11.22
1,Peak Shortage (MW),145,0,0,561,0,182,17.11.22
2,Energy Met (MU),1044,1374,934,394,47,3.05,17.11.22
3,Hydro Gen (MU),138,32,106,49,16,0,17.11.22
4,Wind Gen (MU),6,43,19,-,-,-6.2,17.11.22
5,Solar Gen (MU),103.69,51.16,113.7,5.19,0.81,-6.2,17.11.22
6,Energy Shortage (MU),1.86,0,0,4.58,0,23234,17.11.22
7,Schedule(MU),156,-13.2,84.5,-222.9,-4.4,33257,17.11.22
8,Actual(MU),136.1,-12,95.4,-217.1,-4.6,3074,17.11.22
9,O/D/U/D(MU),-19.9,1.2,10.9,5.7,-0.2,87,17.11.22
10,Central,7307,13666,7248,3280,719,748,17.11.22
11,State,9740,14251,10248,1950,142,145,17.11.22
12,Coal,649,1249,473,585,11,162358,17.11.22
13,Lignite,31,15,43,0,0,425,17.11.22
14,Hydro,139,32,106,49,16,3679,17.11.22
15,Nuclear,26,36,70,0,0,747,17.11.22
0,Demand Met during Evening Peak hrs(MW),42166,45670,36547,17334,2272,226,17.12.18
1,Peak Shortage (MW),527,0,0,0,31,142,17.12.18
2,Energy Met (MU),889,1072,848,341,41,2.7,17.12.18
3,Hydro Gen (MU),120,21,55,29,7,0,17.12.18
4,Wind Gen (MU),33,96,33,----------,----------,-7.3,17.12.18
5,Solar Gen (MU),22.26,17.81,53.02,0.87,0.01,-7.3,17.12.18
6,Energy Shortage (MU),14.4,0,0,0,0.2,33967,17.12.18
7,Schedule(MU),117.1,-184.6,124.6,-57.2,0.4,56663,17.12.18
8,Actual(MU),123.2,-193.5,119.3,-50.7,-0.5,2315,17.12.18
9,O/D/U/D(MU),6.1,-8.8,-5.3,6.5,-1,62,17.12.18
10,Central,3817,17495,7682,1870,106,747,17.12.18
11,State,11395,15867,9200,6095,50,119,17.12.18
12,Coal,515,1063,448,384,8,178682,17.12.18
13,Lignite,17,16,53,0,0,7007,17.12.18
14,Hydro,120,21,55,29,7,4272,17.12.18
15,Nuclear,29,19,36,0,0,731,17.12.18
0,Demand Met during Evening Peak hrs(MW),45422,46915,38293,17296,2309,252,17.12.19
1,Peak Shortage (MW),650,0,0,0,23,176,17.12.19
2,Energy Met (MU),866,1080,887,329,39,65.62,17.12.19
3,Hydro Gen (MU),128,45,83,34,9,0,17.12.19
4,Wind Gen (MU),14,96,41,----------,----------,-9.4,17.12.19
5,Solar Gen (MU),23.6,19.8,83.37,1.69,0.03,-9.4,17.12.19
6,Energy Shortage (MU),11.6,0,0,0,0.4,33347,17.12.19
7,Schedule(MU),210.3,-215.4,117.4,-113.3,2.7,41129,17.12.19
8,Actual(MU),210.6,-230.5,129.3,-115.3,6.2,2835,17.12.19
9,O/D/U/D(MU),0.3,-15.2,11.9,-2,3.5,68,17.12.19
10,Central,5561,18143,8552,1260,944,731,17.12.19
11,State,12422,15262,10350,4940,11,92,17.12.19
12,Coal,381,1072,422,420,10,187548,17.12.19
13,Lignite,24,13,41,0,0,4309,17.12.19
14,Hydro,128,45,83,34,9,4377,17.12.19
15,Nuclear,34,28,43,0,0,814,17.12.19
0,Demand Met during Evening Peak hrs(MW),52666,55423,40229,19136,2576,171,17.12.21
1,Peak Shortage (MW),250,0,0,0,0,255,17.12.21
2,Energy Met (MU),1051,1275,901,376,44,39.91,17.12.21
3,Hydro Gen (MU),113,33,87,29,6,0,17.12.21
4,Wind Gen (MU),21,126,36,-,-,-4.1,17.12.21
5,Solar Gen (MU),55.57,33.34,98.1,4.87,0.02,-4.1,17.12.21
6,Energy Shortage (MU),5.54,0,0,4.22,0,27579,17.12.21
7,Schedule(MU),253,-167.6,76.7,-162.4,0.3,42604,17.12.21
8,Actual(MU),246.9,-159.7,74.7,-167.9,1.1,2990,17.12.21
9,O/D/U/D(MU),-6,8,-2,-5.5,0.8,83,17.12.21
10,Central,6947,14813,7442,2360,830,816,17.12.21
11,State,11466,18276,10431,3508,11,120,17.12.21
12,Coal,548,1210,473,531,12,206129,17.12.21
13,Lignite,24,10,37,0,0,419,17.12.21
14,Hydro,113,33,87,29,6,4873,17.12.21
15,Nuclear,28,33,70,0,0,717,17.12.21
0,Demand Met during Evening Peak hrs(MW),50167,58121,41430,19742,2591,376,17.12.22
1,Peak Shortage (MW),1957,0,0,431,0,309,17.12.22
2,Energy Met (MU),1112,1436,941,401,46,3.74,17.12.22
3,Hydro Gen (MU),133,41,90,31,10,0,17.12.22
4,Wind Gen (MU),2,36,44,-,-,-6.2,17.12.22
5,Solar Gen (MU),109.45,49.88,103.59,5.1,0.69,-6.2,17.12.22
6,Energy Shortage (MU),14.42,0,0,2.96,0,20861,17.12.22
7,Schedule(MU),149.9,-31.8,62.6,-182.8,2.1,28553,17.12.22
8,Actual(MU),135.8,-11.2,57.9,-191.3,0.1,3534,17.12.22
9,O/D/U/D(MU),-14.1,20.6,-4.6,-8.5,-2,79,17.12.22
10,Central,5914,14571,7818,2610,859,717,17.12.22
11,State,9295,16821,8365,2352,199,123,17.12.22
12,Coal,727,1295,501,593,10,165626,17.12.22
13,Lignite,22,11,26,0,0,186,17.12.22
14,Hydro,140,41,90,31,10,3643,17.12.22
15,Nuclear,26,33,65,0,0,699,17.12.22
0,Demand Met during Evening Peak hrs(MW),44823,45751,39281,18400,2319,201,18.01.18
1,Peak Shortage (MW),548,108,0,0,47,111,18.01.18
2,Energy Met (MU),940,1075,891,357,42,0.4,18.01.18
3,Hydro Gen(MU),101,30,73,25,8,0,18.01.18
4,Wind Gen(MU),14,15,23,----------,----------,-2.3,18.01.18
5,Solar Gen (MU),0.66,17.3,41.87,0.69,0.02,-2.4,18.01.18
6,Energy Shortage (MU),14.8,0,1.6,0,0.3,36973,18.01.18
7,Schedule(MU),189.7,-221,111,-83.5,3.7,49668,18.01.18
8,Actual(MU),186.9,-222.9,106.5,-80.2,3.6,2381,18.01.18
9,O/D/U/D(MU),-2.8,-1.9,-4.6,3.3,-0.1,52,18.01.18
10,Central,4721,11786,6652,1220,216,699,18.01.18
11,State,9055,15974,6834,5215,50,116,18.01.18
12,Thermal (Coal & Lignite),586,1190,535,435,9,169114,18.01.18
13,Hydro,101,28,73,25,8,358,18.01.18
14,Nuclear,29,24,60,0,0,3719,18.01.18
15,"Gas, Naptha & Diesel",29,53,18,0,25,586,18.01.18
0,Demand Met during Evening Peak hrs(MW),46745,48098,38123,18398,2449,224,18.01.19
1,Peak Shortage (MW),605,0,0,0,22,150,18.01.19
2,Energy Met (MU),984,1122,861,353,42,7.03,18.01.19
3,Hydro Gen (MU),112,26,69,30,8,0,18.01.19
4,Wind Gen (MU),15,21,34,----------,----------,-3.6,18.01.19
5,Solar Gen (MU),21.88,20.2,72.66,0.91,0.04,-3.6,18.01.19
6,Energy Shortage (MU),12.7,0,0,0,0.4,35654,18.01.19
7,Schedule(MU),171.9,-179.6,97.6,-90.8,1.1,40064,18.01.19
8,Actual(MU),166.7,-184.8,96.8,-84.3,2,2505,18.01.19
9,O/D/U/D(MU),-5.2,-5.2,-0.8,6.6,1,68,18.01.19
10,Central,2660,14779,6602,1990,405,586,18.01.19
11,State,10400,15216,9790,4835,50,123,18.01.19
12,Coal,588,1167,456,421,6,183931,18.01.19
13,Lignite,22,19,51,0,0,636,18.01.19
14,Hydro,112,26,69,30,8,4140,18.01.19
15,Nuclear,24,31,32,0,0,781,18.01.19
0,Demand Met during Evening Peak hrs(MW),49600,53077,39683,19835,2535,107,18.01.21
1,Peak Shortage (MW),2951,88,0,0,23,268,18.01.21
2,Energy Met (MU),1009,1263,925,396,43,8.06,18.01.21
3,Hydro Gen (MU),100,55,86,36,10,0,18.01.21
4,Wind Gen (MU),31,50,60,-,-,5.9,18.01.21
5,Solar Gen (MU),15,30.25,108.64,4.6,0.12,5.9,18.01.21
6,Energy Shortage (MU),24.51,0.9,0,0,0.37,28749,18.01.21
7,Schedule(MU),243.5,-216.6,68.8,-97.4,1.7,39044,18.01.21
8,Actual(MU),243.2,-222.3,62.9,-91.4,2.7,2836,18.01.21
9,O/D/U/D(MU),-0.3,-5.6,-5.9,6,1,97,18.01.21
10,Central,6505,13573,7002,3115,599,783,18.01.21
11,State,11004,14738,12157,5392,11,124,18.01.21
12,Coal,561,1298,491,481,7,199358,18.01.21
13,Lignite,21,8,33,0,0,1160,18.01.21
14,Hydro,100,55,86,36,10,4586,18.01.21
15,Nuclear,13,23,42,0,0,581,18.01.21
0,Demand Met during Evening Peak hrs(MW),53573,54131,41220,20143,2637,170,18.01.22
1,Peak Shortage (MW),2184,0,0,940,0,279,18.01.22
2,Energy Met (MU),1072,1224,963,409,45,8.34,18.01.22
3,Hydro Gen (MU),96,39,94,28,9,0,18.01.22
4,Wind Gen (MU),10,41,58,-,-,-4.8,18.01.22
5,Solar Gen (MU),66.18,39,105.85,4.76,0.23,-4.8,18.01.22
6,Energy Shortage (MU),11.38,0,0,7.59,0,23795,18.01.22
7,Schedule(MU),233,-156.4,65.1,-146.2,4.5,24470,18.01.22
8,Actual(MU),236.3,-158.1,61.6,-146.8,4.1,3553,18.01.22
9,O/D/U/D(MU),3.3,-1.6,-3.5,-0.6,-0.5,90,18.01.22
10,Central,7601,15338,5402,1860,584,581,18.01.22
11,State,10670,17271,10693,3248,11,154,18.01.22
12,Coal,598,1225,520,567,9,151684,18.01.22
13,Lignite,18,13,44,0,0,12,18.01.22
14,Hydro,96,39,94,28,9,3299,18.01.22
15,Nuclear,29,21,70,0,0,395,18.01.22
0,Demand Met during Evening Peak hrs(MW),55314,59355,42776,21014,2788,49,18.01.23
1,Peak Shortage (MW),1240,0,0,349,0,159,18.01.23
2,Energy Met (MU),1228,1428,1042,430,48,0.1,18.01.23
3,Hydro Gen (MU),106,52,83,29,9,0,18.01.23
4,Wind Gen (MU),19,76,65,-,-,-7.2,18.01.23
5,Solar Gen (MU),117.3,57.58,127.88,4.49,0.54,-7.2,18.01.23
6,Energy Shortage (MU),8.84,0,0,3.1,0.04,34977,18.01.23
7,Schedule(MU),193.6,-107.7,88.6,-175.2,0.8,49675,18.01.23
8,Actual(MU),182.9,-99.2,84.2,-176.8,1.5,2420,18.01.23
9,O/D/U/D(MU),-10.7,8.6,-4.4,-1.6,0.8,48,18.01.23
10,Central,6789,14211,7548,2255,734,395,18.01.23
11,State,5855,14123,6218,2000,118,118,18.01.23
12,Coal,793,1388,600,664,15,165498,18.01.23
13,Lignite,32,9,49,0,0,609,18.01.23
14,Hydro,106,52,83,29,9,3599,18.01.23
15,Nuclear,26,37,76,0,0,502,18.01.23
0,Demand Met during Evening Peak hrs(MW),41276,43595,42665,18522,2373,100,18.02.18
1,Peak Shortage (MW),704,21,0,0,57,206,18.02.18
2,Energy Met (MU),895,1026,967,353,40,4.01,18.02.18
3,Hydro Gen(MU),98,30,50,28,7,0,18.02.18
4,Wind Gen(MU),3,19,19,----------,----------,-4.5,18.02.18
5,Solar Gen (MU),6.25,18.44,51.25,1.48,0.02,-4.5,18.02.18
6,Energy Shortage (MU),11.5,0,0,0,0.6,32504,18.02.18
7,Schedule(MU),185.4,-215.3,129.5,-104.3,3.9,43630,18.02.18
8,Actual(MU),176.4,-219.1,121.5,-92.3,3.3,2566,18.02.18
9,O/D/U/D(MU),-9,-3.8,-8,12,-0.6,76,18.02.18
10,Central,4997,14821,4662,1080,328,502,18.02.18
11,State,10390,17647,5450,4555,50,133,18.02.18
12,Thermal (Coal & Lignite),550,1119,605,445,9,158503,18.02.18
13,Hydro,98,29,50,28,7,656,18.02.18
14,Nuclear,29,3,69,0,0,3511,18.02.18
15,"Gas, Naptha & Diesel",21,49,19,0,23,491,18.02.18
0,Demand Met during Evening Peak hrs(MW),40254,43675,40190,16266,2076,60,18.02.19
1,Peak Shortage (MW),498,0,0,0,244,273,18.02.19
2,Energy Met (MU),855,1064,967,345,37,4.65,18.02.19
3,Hydro Gen (MU),144,17,56,25,3,0,18.02.19
4,Wind Gen (MU),19,16,43,----------,----------,-2,18.02.19
5,Solar Gen (MU),20.58,25.42,79.19,1.01,0.03,-2,18.02.19
6,Energy Shortage (MU),9.9,0,0,0,4,45121,18.02.19
7,Schedule(MU),149.7,-204.8,122.1,-69.8,3,41089,18.02.19
8,Actual(MU),144.5,-210.3,116.9,-62.6,1.9,2513,18.02.19
9,O/D/U/D(MU),-5.2,-5.5,-5.3,7.2,-1.1,93,18.02.19
10,Central,4211,14254,6582,1370,545,492,18.02.19
11,State,12775,14786,7420,3875,50,140,18.02.19
12,Coal,468,1137,523,414,7,188246,18.02.19
13,Lignite,17,16,58,0,0,665,18.02.19
14,Hydro,144,17,56,25,3,4439,18.02.19
15,Nuclear,24,31,36,0,0,313,18.02.19
0,Demand Met during Evening Peak hrs(MW),48239,51875,44390,19010,2546,83,18.02.21
1,Peak Shortage (MW),580,0,0,100,43,316,18.02.21
2,Energy Met (MU),994,1212,1090,378,44,4.63,18.02.21
3,Hydro Gen (MU),105,34,86,32,9,0,18.02.21
4,Wind Gen (MU),4,32,32,-,-,-6.5,18.02.21
5,Solar Gen (MU),43.79,34.41,105.75,4.54,0.14,-6.5,18.02.21
6,Energy Shortage (MU),11.46,0,0,0.3,0.24,24800,18.02.21
7,Schedule(MU),235,-283.8,167.3,-121.1,2.6,19493,18.02.21
8,Actual(MU),235.2,-305.1,189.2,-129.4,2.6,3757,18.02.21
9,O/D/U/D(MU),0.2,-21.3,21.9,-8.3,-0.1,99,18.02.21
10,Central,6690,11993,6812,1365,680,313,18.02.21
11,State,13193,13584,8372,5015,11,139,18.02.21
12,Coal,528,1350,543,510,7,148727,18.02.21
13,Lignite,26,10,46,0,0,9,18.02.21
14,Hydro,105,34,86,32,9,3178,18.02.21
15,Nuclear,18,18,46,0,0,280,18.02.21
0,Demand Met during Evening Peak hrs(MW),51329,56166,44418,20178,2630,239,18.02.22
1,Peak Shortage (MW),250,0,0,345,0,91,18.02.22
2,Energy Met (MU),1065,1347,1103,413,47,0.05,18.02.22
3,Hydro Gen (MU),113,47,95,24,8,0,18.02.22
4,Wind Gen (MU),11,75,57,-,-,-6.3,18.02.22
5,Solar Gen (MU),82.36,41.96,106.71,5.03,0.38,-6.3,18.02.22
6,Energy Shortage (MU),5.99,0,0,8.58,0,37020,18.02.22
7,Schedule(MU),173.9,-172.1,122.4,-125,0.7,50360,18.02.22
8,Actual(MU),159.5,-171.2,130.2,-123.1,-1.6,2312,18.02.22
9,O/D/U/D(MU),-14.4,0.9,7.8,1.9,-2.3,49,18.02.22
10,Central,5556,13320,6492,4016,424,280,18.02.22
11,State,11764,16448,7883,2850,11,123,18.02.22
12,Coal,622,1324,572,552,15,160182,18.02.22
13,Lignite,22,13,45,0,0,1907,18.02.22
